house_id,seller_id,agent_id,address,city,neighborhood,zip_code,latitude,longitude,property_type,bedrooms,bathrooms,garage_spaces,stories,square_feet,lot_size,construction_year,school_district,listing_price,estimated_market_value,price_per_sq_ft,listing_date,days_on_market,hoa_fee,status
242,8,24,7414 Shawn Forge,Bothell,Canyon Park,37596,47.751771,-122.194696,CONDO,2,1.5,2,1,1261,3219,2016,Northshore School District,559000.0,563000.0,443.3,2026-04-25,21,290,SOLD
243,51,4,74065 Brendan Dam,Bellevue,Downtown,46404,47.618892,-122.201096,TOWNHOUSE,2,1.0,2,1,1414,2042,1959,Bellevue School District,801000.0,820000.0,566.48,2026-05-14,43,591,ACTIVE
244,8,3,42369 Kelly Bypass,Seattle,Capitol Hill,62521,47.616576,-122.318845,SINGLE_FAMILY,5,2.0,2,1,2307,8505,1976,Seattle Public Schools,1183000.0,1174000.0,512.79,2026-06-03,69,0,SOLD
245,136,7,666 Patricia Hollow,Bothell,Downtown,78756,47.750846,-122.211944,TOWNHOUSE,5,3.0,0,3,1817,2308,2022,Northshore School District,918000.0,973000.0,505.23,2025-10-20,32,508,SOLD
246,91,13,592 John Mall Apt. 441,Issaquah,Squak Mountain,39473,47.521528,-122.040773,SINGLE_FAMILY,2,2.0,0,2,4214,2403,1973,Issaquah School District,2211000.0,2378000.0,524.68,2026-01-21,71,0,ACTIVE
247,30,13,266 Dillon Mills Suite 857,Seattle,Fremont,46925,47.604908,-122.325015,TOWNHOUSE,4,4.0,3,1,2021,6037,1986,Seattle Public Schools,972000.0,947000.0,480.95,2025-12-01,57,398,ACTIVE
248,126,22,7080 Davis Dam Suite 398,Sammamish,Klahanie,49405,47.613191,-122.03492,SINGLE_FAMILY,4,1.0,1,2,2085,4781,2010,Lake Washington School District,1452000.0,1467000.0,696.4,2025-08-14,80,0,ACTIVE
249,104,4,62607 Combs Corner Apt. 415,Sammamish,Klahanie,78402,47.626443,-122.028844,TOWNHOUSE,3,3.5,2,3,1472,4778,1958,Lake Washington School District,716000.0,710000.0,486.41,2025-08-03,50,493,ACTIVE
250,65,16,750 Joy Spring Apt. 382,Kirkland,Totem Lake,74169,47.668825,-122.192728,CONDO,1,3.5,0,1,1146,5580,2015,Lake Washington School District,656000.0,692000.0,572.43,2026-03-25,8,341,ACTIVE
251,134,25,32440 Hanson Flats Apt. 102,Bellevue,Bridle Trails,79641,47.618882,-122.210442,TOWNHOUSE,4,2.5,2,3,1456,4314,1988,Bellevue School District,949000.0,931000.0,651.79,2026-05-15,74,529,ACTIVE
252,118,2,31708 Myers Crossing,Seattle,Ballard,39812,47.596506,-122.327318,TOWNHOUSE,4,3.5,1,2,1740,5028,1965,Seattle Public Schools,760000.0,763000.0,436.78,2025-11-23,22,409,ACTIVE
253,147,16,84979 Ryan Roads,Renton,Downtown,03339,47.484768,-122.227411,SINGLE_FAMILY,2,2.0,3,3,2248,4594,2022,Renton School District,1244000.0,1297000.0,553.38,2025-09-04,83,0,SOLD
254,94,12,88377 Roberts Courts,Renton,Fairwood,77671,47.485419,-122.209144,TOWNHOUSE,3,2.5,0,2,1591,4327,1991,Renton School District,602000.0,623000.0,378.38,2025-12-25,50,460,ACTIVE
255,17,28,6176 Hernandez Haven Suite 196,Bellevue,Somerset,01945,47.598534,-122.211407,TOWNHOUSE,3,1.0,3,3,1553,8572,1980,Bellevue School District,1015000.0,1051000.0,653.57,2026-01-26,59,540,SOLD
256,100,11,970 Estes Mountain,Redmond,Bear Creek,95274,47.661832,-122.121849,SINGLE_FAMILY,4,1.5,2,2,1883,5618,2010,Lake Washington School District,1354000.0,1460000.0,719.07,2025-12-12,90,0,ACTIVE
257,20,27,58835 Palmer Extensions,Bellevue,West Bellevue,86473,47.603721,-122.215074,TOWNHOUSE,5,2.5,1,3,1672,7585,2005,Bellevue School District,1135000.0,1180000.0,678.83,2025-08-23,16,617,WITHDRAWN
258,54,12,2446 Sabrina Rue Suite 679,Bothell,Canyon Park,86873,47.764646,-122.211345,SINGLE_FAMILY,4,2.5,2,1,3179,4894,1984,Northshore School District,1545000.0,1635000.0,486.0,2025-09-02,56,0,PENDING
259,48,19,59959 Jones Burgs Apt. 311,Seattle,Queen Anne,65962,47.597589,-122.318236,SINGLE_FAMILY,4,2.5,2,3,4042,5864,1973,Seattle Public Schools,2133000.0,2216000.0,527.71,2026-06-04,83,0,PENDING
260,39,24,3312 Campos Manor Apt. 094,Issaquah,Talus,15505,47.538066,-122.022276,CONDO,3,4.0,0,3,1229,3167,1957,Issaquah School District,509000.0,514000.0,414.16,2025-07-12,57,386,ACTIVE
261,63,26,5902 Rodriguez Mission,Bothell,North Creek,49997,47.759025,-122.203605,TOWNHOUSE,3,3.5,0,1,1562,2805,1980,Northshore School District,683000.0,671000.0,437.26,2025-08-16,39,319,ACTIVE
262,125,26,47743 Judy Mews,Seattle,Ballard,69776,47.59286,-122.320205,TOWNHOUSE,3,2.0,0,2,1584,8846,2020,Seattle Public Schools,877000.0,933000.0,553.66,2026-04-19,51,593,WITHDRAWN
263,134,22,90130 Patricia Lake,Kirkland,Rose Hill,53981,47.69039,-122.193053,SINGLE_FAMILY,3,1.0,1,3,2375,2501,1980,Lake Washington School District,1570000.0,1650000.0,661.05,2026-01-21,45,0,SOLD
264,55,9,2873 Ashley Mountains,Bellevue,Bridle Trails,66148,47.607351,-122.190613,SINGLE_FAMILY,2,3.0,2,3,3397,2425,1980,Bellevue School District,2625000.0,2609000.0,772.74,2025-11-04,45,0,ACTIVE
265,95,27,76619 David Path,Redmond,Overlake,39590,47.659532,-122.107496,SINGLE_FAMILY,3,4.0,0,3,2809,7961,1985,Lake Washington School District,1913000.0,2053000.0,681.03,2025-08-04,90,0,ACTIVE
266,61,28,09850 Lori Highway Suite 651,Seattle,Queen Anne,21192,47.602854,-122.319806,SINGLE_FAMILY,3,2.0,2,1,3066,8239,1996,Seattle Public Schools,1755000.0,1835000.0,572.41,2026-06-16,35,0,PENDING
267,105,26,938 Ross Centers,Seattle,Ballard,72058,47.599421,-122.344697,CONDO,4,2.5,3,3,814,4882,2006,Seattle Public Schools,386000.0,412000.0,474.2,2026-03-09,47,617,SOLD
268,141,24,740 Matthew Green,Bellevue,Somerset,26782,47.608698,-122.215679,CONDO,2,3.5,1,3,752,5132,1970,Bellevue School District,411000.0,422000.0,546.54,2025-10-28,87,319,ACTIVE
269,34,28,38503 Jones Port,Seattle,Magnolia,80455,47.611773,-122.323321,SINGLE_FAMILY,3,2.5,1,2,3051,2921,1990,Seattle Public Schools,1691000.0,1661000.0,554.24,2026-03-11,80,0,ACTIVE
270,147,8,1699 Paige Neck,Bothell,Canyon Park,17470,47.773543,-122.192707,TOWNHOUSE,3,3.5,1,1,1503,5288,1960,Northshore School District,608000.0,602000.0,404.52,2025-10-05,30,384,SOLD
271,44,19,07835 Woods Tunnel,Renton,Highlands,30353,47.468323,-122.216325,SINGLE_FAMILY,4,2.5,3,1,3442,3338,2004,Renton School District,1719000.0,1696000.0,499.42,2025-07-06,31,0,WITHDRAWN
272,53,20,38960 Williams Trafficway,Seattle,Capitol Hill,49945,47.621056,-122.338611,CONDO,4,2.5,1,2,922,7991,1986,Seattle Public Schools,407000.0,412000.0,441.43,2026-03-09,23,264,ACTIVE
273,118,3,682 Samuel Ridges Suite 535,Seattle,Ballard,57717,47.605266,-122.320957,SINGLE_FAMILY,5,2.5,1,3,4330,4641,2007,Seattle Public Schools,2695000.0,2724000.0,622.4,2026-05-29,59,0,SOLD
274,91,20,19036 Vicki Bridge,Renton,Fairwood,94850,47.496916,-122.214153,SINGLE_FAMILY,4,1.0,0,2,2190,5633,2021,Renton School District,1139000.0,1147000.0,520.09,2025-09-27,84,0,ACTIVE
275,46,9,02724 Lee Rapids,Bellevue,West Bellevue,86380,47.610212,-122.18859,CONDO,4,1.5,0,2,1337,7318,1997,Bellevue School District,746000.0,797000.0,557.97,2026-05-19,72,471,ACTIVE
276,93,30,96711 John Plains Apt. 753,Seattle,Queen Anne,58636,47.599688,-122.320792,SINGLE_FAMILY,3,4.0,2,3,1980,4064,1966,Seattle Public Schools,1006000.0,1084000.0,508.08,2026-03-15,60,0,ACTIVE
277,113,2,438 Flores Plains Apt. 056,Issaquah,Olde Town,92972,47.519559,-122.040704,SINGLE_FAMILY,1,2.0,1,3,3812,5326,1969,Issaquah School District,2023000.0,2168000.0,530.69,2026-06-10,60,0,SOLD
278,118,16,1328 Kevin Plaza Apt. 152,Seattle,Ballard,05202,47.616575,-122.321094,CONDO,2,1.0,1,2,1156,2979,1955,Seattle Public Schools,457000.0,493000.0,395.33,2026-06-19,26,633,PENDING
279,147,6,710 Huff Groves Suite 964,Redmond,Overlake,11575,47.686512,-122.129115,SINGLE_FAMILY,3,1.0,2,1,4198,3828,1977,Lake Washington School District,2565000.0,2762000.0,611.01,2025-07-20,20,0,PENDING
280,123,15,0667 Jeffrey Light Apt. 680,Bellevue,Somerset,87061,47.612926,-122.216326,SINGLE_FAMILY,5,3.5,3,2,2234,7492,1991,Bellevue School District,1597000.0,1563000.0,714.86,2025-10-18,77,0,SOLD
281,98,3,95493 Matthew Village Suite 601,Seattle,Queen Anne,73022,47.598855,-122.339898,CONDO,4,2.5,0,1,1309,8482,1986,Seattle Public Schools,554000.0,541000.0,423.22,2025-11-17,31,333,ACTIVE
282,80,29,769 Martin Light Suite 320,Bellevue,West Bellevue,37292,47.605871,-122.213617,SINGLE_FAMILY,3,1.5,3,2,4450,8753,1969,Bellevue School District,2929000.0,2999000.0,658.2,2026-04-16,54,0,ACTIVE
283,112,21,38459 Johnson Harbor Suite 449,Redmond,Overlake,02118,47.661688,-122.1211,SINGLE_FAMILY,5,3.5,1,3,3532,7121,1961,Lake Washington School District,2195000.0,2325000.0,621.46,2025-08-13,24,0,SOLD
284,123,10,2770 Smith Camp Suite 783,Mercer Island,North End,54058,47.585226,-122.216571,SINGLE_FAMILY,3,1.5,3,2,4451,6157,2017,Mercer Island School District,4170000.0,4260000.0,936.87,2025-07-20,11,0,ACTIVE
285,146,27,9851 White Trafficway,Redmond,Overlake,36695,47.669564,-122.118933,CONDO,4,1.0,0,3,1175,6919,1963,Lake Washington School District,558000.0,567000.0,474.89,2025-10-01,64,341,PENDING
286,117,25,32290 Danny Camp Apt. 879,Bothell,Downtown,42094,47.758598,-122.196165,CONDO,3,4.0,1,1,696,3016,1960,Northshore School District,253000.0,265000.0,363.51,2025-07-14,15,632,ACTIVE
287,44,21,44058 Caroline Keys,Sammamish,Pine Lake,14809,47.615105,-122.038447,SINGLE_FAMILY,4,3.5,3,2,2235,6566,2005,Lake Washington School District,1496000.0,1452000.0,669.35,2025-07-27,83,0,ACTIVE
288,49,4,81335 Calderon Springs Suite 164,Bellevue,Downtown,19254,47.615981,-122.210853,TOWNHOUSE,1,2.5,1,3,2006,3480,2000,Bellevue School District,1447000.0,1418000.0,721.34,2025-07-07,60,681,ACTIVE
289,6,4,6574 Ethan Cape Suite 290,Kirkland,Juanita,14425,47.688972,-122.198837,TOWNHOUSE,3,2.5,3,1,1495,8543,1961,Lake Washington School District,810000.0,827000.0,541.81,2026-02-05,62,549,PENDING
290,111,14,895 Nicholas Prairie Apt. 261,Seattle,Queen Anne,10634,47.613312,-122.329225,SINGLE_FAMILY,3,2.0,0,2,3404,4774,1956,Seattle Public Schools,1702000.0,1670000.0,500.0,2026-06-12,67,0,SOLD
291,148,11,898 Ryan Crossing,Redmond,Bear Creek,69675,47.660805,-122.109714,TOWNHOUSE,3,2.5,0,2,1994,6601,2012,Lake Washington School District,1203000.0,1175000.0,603.31,2026-04-15,87,427,ACTIVE
292,130,8,887 Adams Villages Suite 353,Bellevue,Somerset,47944,47.622752,-122.190896,SINGLE_FAMILY,4,2.5,1,2,2460,7422,1986,Bellevue School District,1863000.0,1903000.0,757.32,2025-09-21,54,0,ACTIVE
293,54,10,137 Cox Knoll Apt. 579,Mercer Island,Luther Burbank,30693,47.578178,-122.217088,CONDO,2,1.5,1,3,1339,5531,1996,Mercer Island School District,970000.0,1026000.0,724.42,2025-12-09,17,656,SOLD
294,67,12,92836 Catherine Underpass Suite 551,Bellevue,West Bellevue,11184,47.600341,-122.190716,CONDO,3,4.0,0,2,960,5027,1980,Bellevue School District,540000.0,527000.0,562.5,2025-11-24,19,566,ACTIVE
295,143,9,732 Smith Crest,Seattle,Capitol Hill,55371,47.616802,-122.320889,SINGLE_FAMILY,3,1.0,0,2,3792,8045,1983,Seattle Public Schools,2189000.0,2312000.0,577.27,2025-10-02,63,0,SOLD
296,31,28,120 Johnson Expressway Apt. 288,Sammamish,Klahanie,51371,47.62863,-122.045889,TOWNHOUSE,3,2.5,3,3,1408,8631,1963,Lake Washington School District,717000.0,699000.0,509.23,2026-05-24,17,328,ACTIVE
297,2,8,68341 Merritt Junction Apt. 015,Kirkland,Totem Lake,59338,47.67214,-122.205849,SINGLE_FAMILY,2,2.0,3,2,2364,6656,1965,Lake Washington School District,1554000.0,1582000.0,657.36,2026-05-26,90,0,ACTIVE
298,105,29,647 Jessica Stream Apt. 209,Seattle,Queen Anne,78233,47.619755,-122.331615,TOWNHOUSE,4,1.0,3,1,1842,7809,2003,Seattle Public Schools,985000.0,970000.0,534.74,2025-11-10,6,617,ACTIVE
299,16,13,5728 Duffy Court Apt. 475,Bothell,Canyon Park,06830,47.764905,-122.201156,CONDO,5,1.0,2,2,736,4793,1993,Northshore School District,287000.0,309000.0,389.95,2026-01-20,75,697,ACTIVE
300,38,23,5652 Bobby Street Apt. 684,Bellevue,Bridle Trails,75885,47.608486,-122.210346,TOWNHOUSE,3,4.0,3,3,1652,4328,1951,Bellevue School District,1015000.0,1085000.0,614.41,2026-05-15,88,457,SOLD
301,33,17,54214 Tucker Fork Apt. 449,Bothell,Downtown,99259,47.753618,-122.217615,CONDO,3,3.0,2,3,736,2810,1954,Northshore School District,271000.0,274000.0,368.21,2025-08-06,7,264,SOLD
302,130,4,421 Andrea Pass,Issaquah,Talus,99442,47.516898,-122.036411,SINGLE_FAMILY,3,2.0,0,1,2859,7697,1980,Issaquah School District,1688000.0,1694000.0,590.42,2025-08-29,88,0,ACTIVE
303,149,19,830 Wall Burg,Mercer Island,Luther Burbank,48937,47.58253,-122.218268,SINGLE_FAMILY,3,3.0,1,2,4144,3951,1950,Mercer Island School District,3427000.0,3695000.0,826.98,2025-09-10,41,0,SOLD
304,84,17,782 Phillips Creek Apt. 767,Kirkland,Rose Hill,34980,47.667677,-122.197644,CONDO,3,1.5,3,2,1236,2171,1967,Lake Washington School District,628000.0,645000.0,508.09,2025-07-30,16,281,ACTIVE
305,144,17,1513 Mark Parkways,Bellevue,Bridle Trails,44454,47.62126,-122.198971,SINGLE_FAMILY,3,2.5,3,3,2679,4915,2007,Bellevue School District,2066000.0,2158000.0,771.18,2025-10-07,25,0,ACTIVE
306,55,15,506 Sarah Underpass,Seattle,Queen Anne,68828,47.592178,-122.342395,SINGLE_FAMILY,3,1.0,3,1,3674,2490,1966,Seattle Public Schools,1955000.0,2007000.0,532.12,2025-10-22,52,0,PENDING
307,125,1,032 Wiggins Forges,Kirkland,Juanita,88758,47.666164,-122.203311,SINGLE_FAMILY,1,2.0,2,1,2427,2999,1965,Lake Washington School District,1522000.0,1642000.0,627.11,2025-09-08,67,0,ACTIVE
308,87,26,72742 Cynthia Corners Apt. 061,Seattle,Queen Anne,64816,47.605457,-122.325499,SINGLE_FAMILY,3,4.0,1,3,2076,6713,1955,Seattle Public Schools,1047000.0,1082000.0,504.34,2026-01-18,63,0,PENDING
309,100,8,206 Austin Roads,Renton,Downtown,77033,47.47807,-122.230725,TOWNHOUSE,4,2.5,2,3,1452,2225,1991,Renton School District,551000.0,572000.0,379.48,2025-09-22,26,612,SOLD
310,50,20,8243 Contreras Overpass Suite 958,Seattle,Magnolia,63541,47.608506,-122.345514,TOWNHOUSE,3,1.5,3,3,2090,8847,1989,Seattle Public Schools,1006000.0,990000.0,481.34,2025-10-14,7,311,PENDING
311,149,15,46753 Wilson Mountain,Kirkland,Juanita,42300,47.686108,-122.202794,SINGLE_FAMILY,3,1.0,3,1,1877,4284,1985,Lake Washington School District,1328000.0,1324000.0,707.51,2026-02-24,60,0,SOLD
312,139,6,627 Burke Spur Apt. 044,Seattle,Fremont,67018,47.595521,-122.339433,SINGLE_FAMILY,2,2.0,3,3,3962,2886,1990,Seattle Public Schools,2154000.0,2111000.0,543.66,2025-09-15,12,0,WITHDRAWN
313,83,9,85456 Lamb Manors Suite 404,Kirkland,Totem Lake,64137,47.690147,-122.194015,SINGLE_FAMILY,2,1.5,1,2,1911,5666,1957,Lake Washington School District,1190000.0,1167000.0,622.71,2026-03-21,69,0,ACTIVE
314,105,21,047 Walker Wells Apt. 831,Bellevue,West Bellevue,80887,47.622512,-122.215941,SINGLE_FAMILY,3,3.0,0,1,2048,7750,1990,Bellevue School District,1511000.0,1533000.0,737.79,2026-02-06,76,0,PENDING
315,37,12,800 Davis Squares,Kirkland,Rose Hill,44185,47.691459,-122.197539,SINGLE_FAMILY,3,2.5,3,1,4127,1508,2002,Lake Washington School District,3068000.0,3262000.0,743.4,2026-05-27,64,0,PENDING
316,65,27,083 Nichols Estate,Sammamish,Inglewood,70716,47.612705,-122.040057,TOWNHOUSE,3,3.0,2,1,1968,2822,1971,Lake Washington School District,922000.0,989000.0,468.5,2025-11-19,73,538,PENDING
317,54,20,2556 Angela Gateway,Seattle,Magnolia,02288,47.619923,-122.337551,SINGLE_FAMILY,4,2.0,2,3,2303,5208,1967,Seattle Public Schools,1197000.0,1293000.0,519.76,2025-07-12,39,0,SOLD
318,35,21,186 Williams Haven,Seattle,Ballard,40014,47.609464,-122.346972,CONDO,1,1.5,3,3,999,8834,1976,Seattle Public Schools,396000.0,410000.0,396.4,2025-07-07,67,640,ACTIVE
319,114,22,41662 Atkins Club,Bellevue,Downtown,10185,47.60569,-122.192117,SINGLE_FAMILY,4,2.0,3,1,4458,8374,1959,Bellevue School District,3062000.0,3271000.0,686.86,2025-12-29,6,0,SOLD
320,92,7,08921 Lee Rest Suite 568,Seattle,Ballard,97950,47.615688,-122.328343,SINGLE_FAMILY,4,1.5,1,2,2590,4473,2006,Seattle Public Schools,1473000.0,1549000.0,568.73,2025-07-07,9,0,SOLD
321,29,28,3149 Bennett Meadow Apt. 368,Seattle,Fremont,37012,47.608273,-122.33228,CONDO,3,3.5,1,1,1373,6318,1976,Seattle Public Schools,519000.0,560000.0,378.0,2025-12-21,21,631,SOLD
322,6,23,0765 Shaun Ports,Seattle,Greenwood,03763,47.607188,-122.339512,SINGLE_FAMILY,3,2.5,0,2,4134,6750,1979,Seattle Public Schools,2181000.0,2290000.0,527.58,2025-11-20,88,0,ACTIVE
323,93,17,5791 Cook Valleys,Seattle,Ballard,83065,47.617714,-122.340364,CONDO,3,2.5,3,2,1092,1542,2002,Seattle Public Schools,500000.0,522000.0,457.88,2026-06-19,55,349,PENDING
324,64,7,237 Christopher Lodge,Bellevue,West Bellevue,81305,47.604977,-122.214615,CONDO,3,1.0,3,2,675,8119,1978,Bellevue School District,379000.0,385000.0,561.48,2026-04-30,8,553,ACTIVE
325,14,27,74645 Benjamin Spurs,Bothell,North Creek,74597,47.76069,-122.213298,CONDO,2,3.0,3,1,906,6622,1981,Northshore School District,346000.0,345000.0,381.9,2026-02-01,62,546,ACTIVE
326,33,2,3878 Edwards Run,Seattle,Queen Anne,31399,47.592844,-122.328778,CONDO,3,1.0,0,3,684,1927,1998,Seattle Public Schools,289000.0,307000.0,422.51,2025-10-24,42,685,ACTIVE
327,117,13,811 Lyons Lane Apt. 028,Bellevue,Bridle Trails,98562,47.618955,-122.190102,SINGLE_FAMILY,3,2.0,0,2,3483,5737,1979,Bellevue School District,2470000.0,2610000.0,709.16,2025-08-12,47,0,SOLD
328,33,21,1067 Connie Pine,Kirkland,Rose Hill,64358,47.669589,-122.20837,SINGLE_FAMILY,4,2.5,1,1,1850,2627,1958,Lake Washington School District,1186000.0,1260000.0,641.08,2025-08-18,10,0,SOLD
329,139,25,0416 Cortez Springs Suite 859,Seattle,Capitol Hill,49211,47.595622,-122.33784,SINGLE_FAMILY,3,2.0,0,3,3585,6304,2015,Seattle Public Schools,2242000.0,2361000.0,625.38,2026-01-20,89,0,ACTIVE
330,52,21,48395 Kennedy Fords,Renton,Highlands,43777,47.491458,-122.221853,SINGLE_FAMILY,4,3.5,3,3,3877,7172,2021,Renton School District,2185000.0,2221000.0,563.58,2026-06-01,47,0,ACTIVE
331,11,16,87056 Edward Cliff,Issaquah,Olde Town,01235,47.542699,-122.028437,SINGLE_FAMILY,4,2.5,1,1,3174,5438,1988,Issaquah School District,1799000.0,1777000.0,566.79,2025-10-20,47,0,PENDING
332,92,1,18751 Colleen Ranch,Bothell,Downtown,21007,47.748556,-122.211683,SINGLE_FAMILY,2,3.0,2,1,3439,1743,1973,Northshore School District,1666000.0,1617000.0,484.44,2025-07-23,30,0,ACTIVE
333,6,6,0344 Silva Inlet,Seattle,Fremont,48640,47.618519,-122.34647,SINGLE_FAMILY,4,2.5,0,2,2873,3222,1972,Seattle Public Schools,1437000.0,1482000.0,500.17,2026-02-11,44,0,ACTIVE
334,112,29,8831 Dakota Forge Suite 249,Redmond,Bear Creek,13912,47.660861,-122.132167,SINGLE_FAMILY,5,4.0,1,1,3325,5862,1971,Lake Washington School District,2104000.0,2267000.0,632.78,2025-08-14,53,0,WITHDRAWN
335,138,10,9994 Clark Alley Apt. 319,Renton,Highlands,19701,47.47773,-122.230502,SINGLE_FAMILY,4,4.0,1,3,3559,6284,1981,Renton School District,1687000.0,1778000.0,474.01,2025-08-20,67,0,PENDING
336,131,12,51028 Coleman Mountains Suite 481,Seattle,Queen Anne,32059,47.606767,-122.34173,SINGLE_FAMILY,4,3.0,3,3,3727,5553,1958,Seattle Public Schools,1831000.0,1854000.0,491.28,2026-01-18,65,0,SOLD
337,61,13,7548 Schmidt Rapids Apt. 242,Seattle,Capitol Hill,57811,47.60038,-122.320439,SINGLE_FAMILY,3,4.0,2,2,4191,6010,1954,Seattle Public Schools,2068000.0,2210000.0,493.44,2026-01-19,15,0,PENDING
338,87,14,418 Pearson Fall Apt. 575,Seattle,Queen Anne,95985,47.605227,-122.334831,SINGLE_FAMILY,4,2.0,2,2,3620,1702,2016,Seattle Public Schools,2133000.0,2206000.0,589.23,2025-11-30,27,0,PENDING
339,140,21,5203 Ward Fields,Bellevue,Downtown,01236,47.618676,-122.188702,SINGLE_FAMILY,2,1.0,2,1,2110,5973,1995,Bellevue School District,1625000.0,1629000.0,770.14,2026-01-28,30,0,PENDING
340,49,23,54809 Johnson Harbor Suite 604,Bellevue,West Bellevue,36437,47.625052,-122.193928,TOWNHOUSE,4,2.0,0,2,1556,3808,1988,Bellevue School District,1027000.0,1083000.0,660.03,2026-02-11,49,650,SOLD
341,39,28,797 Thompson Summit,Sammamish,Pine Lake,85376,47.608127,-122.0289,CONDO,2,1.5,3,3,1243,8171,1951,Lake Washington School District,550000.0,565000.0,442.48,2026-03-29,64,424,SOLD
342,116,28,50922 Christopher Village,Bothell,Downtown,16154,47.746003,-122.216231,SINGLE_FAMILY,4,2.0,0,2,2569,8138,2004,Northshore School District,1456000.0,1524000.0,566.76,2025-07-19,89,0,ACTIVE
343,138,10,1843 Marvin Spring,Bothell,North Creek,41982,47.762709,-122.203373,SINGLE_FAMILY,1,1.5,1,2,3516,6154,2004,Northshore School District,1977000.0,2005000.0,562.29,2026-05-21,85,0,SOLD
344,137,13,580 Butler Shores,Bothell,Canyon Park,88272,47.759343,-122.210535,CONDO,5,3.5,2,1,1237,2904,2000,Northshore School District,560000.0,556000.0,452.71,2025-07-21,18,595,ACTIVE
345,99,10,241 Scott Harbor,Redmond,Education Hill,80262,47.665891,-122.116713,SINGLE_FAMILY,2,1.0,2,3,4271,1590,2012,Lake Washington School District,2901000.0,2877000.0,679.23,2025-09-09,26,0,SOLD
346,18,13,04485 Matthew Port Apt. 971,Bellevue,West Bellevue,15739,47.598998,-122.21033,CONDO,3,3.5,3,1,1050,6445,1970,Bellevue School District,590000.0,581000.0,561.9,2026-05-29,78,408,ACTIVE
347,103,20,125 Katie Turnpike,Kirkland,Juanita,01869,47.677676,-122.193691,SINGLE_FAMILY,4,2.5,3,3,3679,1820,1985,Lake Washington School District,2455000.0,2649000.0,667.3,2025-09-16,16,0,ACTIVE
348,45,14,1343 Lance Light Suite 242,Seattle,Capitol Hill,74561,47.596587,-122.328568,CONDO,3,2.5,1,3,1117,6158,1994,Seattle Public Schools,491000.0,515000.0,439.57,2025-10-21,17,451,ACTIVE
349,18,23,43244 Baker Overpass,Renton,Fairwood,47051,47.489572,-122.225582,SINGLE_FAMILY,3,4.0,0,2,2446,2126,1985,Renton School District,1155000.0,1189000.0,472.2,2026-01-25,18,0,SOLD
350,7,3,872 Stephanie Prairie Suite 289,Redmond,Bear Creek,28112,47.679735,-122.114008,TOWNHOUSE,3,3.5,3,1,1719,4749,2007,Lake Washington School District,1030000.0,1023000.0,599.19,2026-06-25,9,255,ACTIVE
351,22,18,4358 Davis Trail Apt. 437,Seattle,Greenwood,34690,47.598469,-122.318599,TOWNHOUSE,2,4.0,2,1,1439,2897,1991,Seattle Public Schools,700000.0,715000.0,486.45,2025-07-10,7,560,PENDING
352,70,5,272 Willis Landing,Seattle,Queen Anne,74395,47.601943,-122.3406,SINGLE_FAMILY,1,3.5,1,2,3989,7207,2000,Seattle Public Schools,2306000.0,2407000.0,578.09,2025-11-13,11,0,ACTIVE
353,2,2,1502 Alvarez Junction,Bothell,North Creek,85420,47.768113,-122.192535,CONDO,3,1.5,1,1,1306,1631,1963,Northshore School District,474000.0,476000.0,362.94,2026-05-23,58,264,ACTIVE
354,43,24,4278 Karen Mill,Sammamish,Klahanie,81321,47.60262,-122.035225,SINGLE_FAMILY,4,2.0,1,3,2587,3196,1958,Lake Washington School District,1426000.0,1522000.0,551.22,2025-12-12,74,0,SOLD
355,81,1,673 Cummings Rapid Suite 764,Bellevue,Bridle Trails,05760,47.601483,-122.209897,SINGLE_FAMILY,4,2.0,2,1,2751,2051,1977,Bellevue School District,1808000.0,1818000.0,657.22,2026-06-17,32,0,ACTIVE
356,146,6,166 Finley Locks,Bellevue,Somerset,78236,47.623871,-122.198504,TOWNHOUSE,5,3.5,3,3,1811,7819,1963,Bellevue School District,1100000.0,1163000.0,607.4,2025-07-09,22,420,SOLD
357,5,20,9839 David Isle,Seattle,Magnolia,07552,47.604667,-122.331769,TOWNHOUSE,4,3.0,0,1,2004,1673,1990,Seattle Public Schools,1005000.0,1049000.0,501.5,2026-06-17,83,638,ACTIVE
358,76,7,57627 Donna Flats Apt. 441,Issaquah,Olde Town,24696,47.526372,-122.028339,SINGLE_FAMILY,2,3.5,3,3,3555,8687,1981,Issaquah School District,2055000.0,2007000.0,578.06,2025-09-22,47,0,ACTIVE
359,7,8,1328 Smith Estate,Seattle,Greenwood,45683,47.601138,-122.339833,SINGLE_FAMILY,3,3.5,1,3,1962,7203,2016,Seattle Public Schools,1208000.0,1227000.0,615.7,2025-08-04,33,0,SOLD
360,18,7,376 Mccarthy Track Apt. 625,Kirkland,Juanita,18002,47.680931,-122.216754,SINGLE_FAMILY,2,1.0,1,3,3117,5996,1973,Lake Washington School District,1969000.0,1911000.0,631.7,2025-11-21,31,0,SOLD
361,64,10,6968 Michael Skyway Apt. 392,Seattle,Fremont,31323,47.608493,-122.318068,SINGLE_FAMILY,2,4.0,3,1,3713,4445,1989,Seattle Public Schools,1974000.0,1958000.0,531.65,2025-11-10,55,0,ACTIVE
